2020-02-07 18:34:00,0.0,0.0,172,30,29,29,1,60,60,60,1,0,0,29,28,28,60,60,60,60,60,30.08,30.07,0.0,0.0,0.0
2020-02-07 18:39:00,0.0,0.0,186,30,30,30,1,60,60,60,0,0,0,29,28,28,60,60,60,60,60,30.09,30.07,0.0,0.0,0.0
2020-02-07 18:44:00,0.0,0.0,128,30,30,30,1,60,59,59,2,0,1,28,28,28,60,59,60,59,59,30.08,30.08,0.0,0.0,0.0
2020-02-07 18:49:00,0.0,0.0,135,31,30,30,1,59,59,59,0,0,0,29,28,29,59,59,59,59,59,30.09,30.08,0.0,0.0,0.0
2020-02-07 18:54:00,0.0,0.0,72,31,31,31,1,59,59,59,1,0,0,28,28,28,59,59,59,59,59,30.09,30.08,0.15,0.0,0.0
2020-02-07 18:59:00,0.0,0.0,172,31,31,31,1,59,59,59,0,0,0,28,28,28,59,59,59,59,59,30.09,30.09,0.0,0.0,0.0
2020-02-07 19:04:00,0.0,0.0,120,31,31,31,1,59,59,59,0,0,0,28,28,28,59,59,59,59,59,30.09,30.09,0.0,0.0,0.0
2020-02-07 19:09:00,0.0,0.0,146,32,31,31,1,59,58,58,1,0,0,29,28,28,59,58,59,58,58,30.09,30.09,0.0,0.0,0.0
2020-02-07 19:14:00,0.0,0.0,146,31,30,30,1,58,58,58,5,2,3,28,27,28,58,58,58,58,58,30.09,30.09,0.0,0.0,0.0
2020-02-07 19:19:00,0.0,0.0,136,31,30,30,1,59,59,59,6,5,5,28,27,28,59,59,59,59,59,30.09,30.08,0.0,0.0,0.0
2020-02-07 19:24:00,0.0,0.0,132,32,31,31,1,59,58,59,5,1,3,29,28,28,59,59,59,58,59,30.09,30.09,0.0,0.0,0.0
2020-02-07 19:29:00,0.0,0.0,114,32,32,32,1,58,58,58,4,0,2,28,28,28,58,58,58,58,58,30.1,30.09,0.15,0.0,0.0
2020-02-07 19:34:00,0.0,0.0,216,33,32,32,1,57,57,57,0,0,0,29,28,28,57,57,57,57,57,30.1,30.1,0.0,0.0,0.0
2020-02-07 19:39:00,0.0,0.0,207,34,33,33,1,57,56,56,0,0,0,28,28,28,57,56,57,56,56,30.11,30.1,0.15,0.0,0.0
2020-02-07 19:44:00,0.0,0.0,204,34,34,34,1,56,56,56,0,0,0,28,28,28,56,56,56,56,56,30.11,30.1,0.0,0.0,0.0
2020-02-07 19:49:00,0.0,0.0,181,35,34,34,1,56,55,55,0,0,0,28,28,28,56,55,56,55,55,30.11,30.1,0.15,0.0,0.0
2020-02-07 19:54:00,0.0,0.0,128,34,33,33,1,56,55,56,1,0,0,28,27,27,56,56,56,55,56,30.11,30.1,0.0,0.0,0.0
2020-02-07 19:59:00,0.0,0.0,170,34,34,34,1,56,56,56,0,0,0,28,28,28,56,56,56,56,56,30.12,30.11,0.15,0.0,0.0
2020-02-07 20:04:00,0.0,0.0,225,35,34,34,1,56,55,56,0,0,0,28,28,28,56,56,56,55,56,30.11,30.11,0.0,0.0,0.0
2020-02-07 20:09:00,0.0,0.0,202,35,35,35,1,55,55,55,0,0,0,28,28,28,55,55,55,55,55,30.11,30.1,0.0,0.0,0.0
2020-02-07 20:14:00,0.0,0.0,204,35,34,34,1,55,55,55,0,0,0,28,27,27,55,55,55,55,55,30.12,30.11,-0.15,0.0,0.0
2020-02-07 20:19:00,0.0,0.0,198,35,34,34,1,55,55,55,0,0,0,28,27,28,55,55,55,55,55,30.12,30.11,0.0,0.0,0.0
2020-02-07 20:24:00,0.0,0.0,200,34,34,34,1,55,55,55,0,0,0,27,27,27,55,55,55,55,55,30.12,30.11,0.0,0.0,0.0
2020-02-07 20:29:00,0.0,0.0,149,35,34,34,1,55,55,55,0,0,0,28,27,27,55,55,55,55,55,30.12,30.12,0.0,0.0,0.0
2020-02-07 20:34:00,0.0,0.0,218,36,34,34,1,55,55,55,0,0,0,28,27,28,55,55,55,55,55,30.12,30.11,-0.15,0.0,0.0
2020-02-07 20:39:00,0.0,0.0,226,37,36,36,1,55,54,54,0,0,0,29,28,28,55,54,55,54,54,30.12,30.12,0.0,0.0,0.0
2020-02-07 20:44:00,0.0,0.0,206,37,36,36,1,54,53,54,0,0,0,28,27,28,54,54,54,53,54,30.13,30.12,0.15,0.0,0.0
2020-02-07 20:49:00,0.0,0.0,214,37,36,36,1,54,53,54,0,0,0,28,27,28,54,54,54,53,54,30.13,30.12,0.15,0.0,0.0
2020-02-07 20:54:00,0.0,0.0,157,37,34,36,1,54,54,54,0,0,0,28,26,28,54,54,54,54,54,30.13,30.12,0.15,0.0,0.0
2020-02-07 20:59:00,0.0,0.0,199,36,34,34,1,55,54,55,0,0,0,29,26,27,55,55,55,54,55,30.13,30.13,0.0,0.0,0.0
2020-02-07 21:04:00,0.0,0.0,275,37,35,36,1,55,54,55,0,0,0,29,28,28,55,55,55,54,55,30.14,30.13,0.0,0.0,0.0
2020-02-07 21:09:00,0.0,0.0,240,38,36,37,1,54,53,54,0,0,0,29,27,28,54,54,54,53,54,30.14,30.13,0.15,0.0,0.0
2020-02-07 21:14:00,0.0,0.0,213,37,36,36,1,53,53,53,0,0,0,28,27,27,53,53,53,53,53,30.14,30.13,-0.15,0.0,0.0
2020-02-07 21:19:00,0.0,0.0,199,38,37,37,1,53,53,53,0,0,0,28,28,28,53,53,53,53,53,30.14,30.13,0.0,0.0,0.0
2020-02-07 21:24:00,0.0,0.0,205,39,38,38,1,53,52,53,0,0,0,28,28,28,53,53,53,52,53,30.14,30.13,0.15,0.0,0.0
2020-02-07 21:29:00,0.0,0.0,285,39,38,38,1,52,52,52,1,0,0,28,27,28,52,52,52,52,52,30.14,30.12,0.15,0.0,0.0
2020-02-07 21:34:00,0.0,0.0,311,39,39,39,1,52,52,52,0,0,0,28,28,28,52,52,52,52,52,30.14,30.13,0.0,0.0,0.0
2020-02-07 21:39:00,0.0,0.0,253,40,39,39,1,52,52,52,0,0,0,28,28,28,52,52,52,52,52,30.14,30.13,0.0,0.0,0.0
2020-02-07 21:44:00,0.0,0.0,140,40,40,40,1,52,51,52,0,0,0,28,28,28,52,52,52,51,52,30.14,30.14,0.0,0.0,0.0
2020-02-07 21:49:00,0.0,0.0,122,38,35,36,1,53,52,52,0,0,0,27,26,26,53,52,53,52,52,30.14,30.14,0.0,0.0,0.0
2020-02-07 21:54:00,0.0,0.0,295,40,36,38,1,54,53,53,0,0,0,30,27,29,54,53,54,53,53,30.15,30.14,0.0,0.0,0.0
2020-02-07 21:59:00,0.0,0.0,301,41,40,40,1,52,51,52,2,0,1,29,28,28,52,52,52,51,52,30.15,30.14,0.15,0.0,0.0
2020-02-07 22:04:00,0.0,0.0,297,41,39,40,1,51,51,51,0,0,0,28,27,28,51,51,51,51,51,30.14,30.14,0.0,0.0,0.0
2020-02-07 22:09:00,0.0,0.0,214,40,39,39,1,52,51,52,0,0,0,28,27,28,52,52,52,51,52,30.14,30.14,0.0,0.0,0.0
2020-02-07 22:14:00,0.0,0.0,220,40,39,39,1,52,51,52,0,0,0,28,28,28,52,52,52,51,52,30.14,30.14,0.0,0.0,0.0
2020-02-07 22:19:00,0.0,0.0,176,41,40,40,1,51,51,51,0,0,0,28,28,28,51,51,51,51,51,30.15,30.14,0.0,0.0,0.0
2020-02-07 22:24:00,0.0,0.0,255,41,40,40,1,51,51,51,0,0,0,28,27,28,51,51,51,51,51,30.15,30.14,0.15,0.0,0.0
2020-02-07 22:29:00,0.0,0.0,3,43,41,42,1,51,50,51,0,0,0,29,28,28,51,51,51,50,51,30.15,30.14,0.15,0.0,0.0
2020-02-07 22:34:00,0.0,0.0,299,42,40,41,1,51,50,50,0,0,0,28,27,28,51,50,51,50,50,30.15,30.14,0.0,0.0,0.0
2020-02-07 22:39:00,0.0,0.0,233,42,41,41,1,51,51,51,0,0,0,29,28,28,51,51,51,51,51,30.15,30.15,0.0,0.0,0.0
2020-02-07 22:44:00,0.0,0.0,248,41,39,40,1,51,51,51,0,0,0,28,27,27,51,51,51,51,51,30.16,30.15,0.0,0.0,0.0
2020-02-07 22:49:00,0.0,0.0,214,41,39,40,1,51,51,51,0,0,0,29,27,28,51,51,51,51,51,30.15,30.15,0.0,0.0,0.0
2020-02-07 22:54:00,0.0,0.0,279,42,40,41,1,51,51,51,0,0,0,29,27,28,51,51,51,51,51,30.15,30.14,0.15,0.0,0.0
2020-02-07 22:59:00,0.0,0.0,221,42,41,41,1,51,50,51,0,0,0,29,28,28,51,51,51,50,51,30.15,30.15,0.0,0.0,0.0
2020-02-07 23:04:00,0.0,0.0,357,42,41,41,1,50,50,50,0,0,0,28,27,28,50,50,50,50,50,30.15,30.14,0.15,0.0,0.0
2020-02-07 23:09:00,0.0,0.0,9,42,40,41,1,51,50,51,3,0,1,28,27,28,51,51,51,50,51,30.16,30.15,0.15,0.0,0.0
2020-02-07 23:14:00,0.0,0.0,19,43,41,42,1,51,51,51,3,0,1,29,28,28,51,51,51,51,51,30.16,30.15,0.15,0.0,0.0
2020-02-07 23:19:00,0.0,0.0,186,43,43,43,1,50,50,50,0,0,0,29,28,28,50,50,50,50,50,30.16,30.15,-0.15,0.0,0.0
2020-02-07 23:24:00,0.0,0.0,212,43,42,42,1,50,50,50,0,0,0,28,28,28,50,50,50,50,50,30.16,30.15,-0.15,0.0,0.0
2020-02-07 23:29:00,0.0,0.0,204,44,43,43,1,50,49,49,0,0,0,28,28,28,50,49,50,49,49,30.16,30.15,0.15,0.0,0.0
2020-02-07 23:34:00,0.0,0.0,204,43,41,42,1,50,49,49,0,0,0,28,26,27,50,49,50,49,49,30.16,30.15,0.0,0.0,0.0
2020-02-07 23:39:00,0.0,0.0,218,41,40,40,1,50,50,50,0,0,0,27,27,27,50,50,50,50,50,30.16,30.15,-0.15,0.0,0.0
2020-02-07 23:44:00,0.0,0.0,211,41,40,40,1,50,50,50,0,0,0,27,27,27,50,50,50,50,50,30.16,30.15,0.15,0.0,0.0
2020-02-07 23:49:00,0.0,0.0,204,43,42,42,1,50,49,50,0,0,0,28,28,28,50,50,50,49,50,30.16,30.15,-0.15,0.0,0.0
2020-02-07 23:54:00,0.0,0.0,171,43,42,42,1,49,49,49,0,0,0,28,27,27,49,49,49,49,49,30.16,30.15,-0.15,0.0,0.0
2020-02-07 23:59:00,0.0,0.0,172,43,43,43,1,49,49,49,0,0,0,28,28,28,49,49,49,49,49,30.16,30.15,0.0,0.0,0.0
